"","Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url","Specimens_per_Lot"
"203",237,"CAS","204236","Smith","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.59,-117.88,"Holocene",NA,1910,1916,NA,NA,15.14970239,1.500141934,29.46,15.24,21.19,0.52,3.3,0.25,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.143640041,1.143640041,"no",NA,10
"204",238,"CAS","204236","Smith","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.59,-117.88,"Holocene",NA,1910,1916,NA,NA,15.14970239,1.500141934,28.19,15.49,20.9,0.55,3.56,0.51,NA,"intertidal",0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.143640041,1.143640041,"no",NA,10
"205",239,"CAS","217523","Han","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Long Point","CAT","Large",33.41,-118.37,"Holocene",NA,1930,1930,NA,NA,16.27356927,1.61852401,8.55,5.53,6.88,0.65,0.93,0.4,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,8
"206",240,"CAS","217523","Han","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Long Point","CAT","Large",33.41,-118.37,"Holocene",NA,1930,1930,NA,NA,16.27356927,1.61852401,9.77,6.07,7.7,0.62,1.27,0.37,NA,"deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,8
"207",241,"CAS","217523","Han","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Long Point","CAT","Large",33.41,-118.37,"Holocene",NA,1930,1930,NA,NA,16.27356927,1.61852401,12.02,7.18,9.29,0.6,1.62,0.24,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,8
"208",242,"CAS","217523","Han","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Long Point","CAT","Large",33.41,-118.37,"Holocene",NA,1930,1930,NA,NA,16.27356927,1.61852401,13.45,8.48,10.68,0.63,1.83,0.4,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,8
"209",244,"CAS","217523","Han","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Long Point","CAT","Large",33.41,-118.37,"Holocene",NA,1930,1930,NA,NA,16.27356927,1.61852401,17.13,10.7,13.54,0.63,2.35,0.31,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,8
"210",245,"CAS","217523","Han","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Long Point","CAT","Large",33.41,-118.37,"Holocene",NA,1930,1930,NA,NA,16.27356927,1.61852401,18.44,10.7,14.05,0.58,2.64,0.38,NA,"deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,8
"211",246,"CAS","217523","Han","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Long Point","CAT","Large",33.41,-118.37,"Holocene",NA,1930,1930,NA,NA,16.27356927,1.61852401,22.42,13.36,17.31,0.6,2.71,0.65,NA,"deep",1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,8
"212",247,"CAS","217523","Han","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Long Point","CAT","Large",33.41,-118.37,"Holocene",NA,1930,1930,NA,NA,16.27356927,1.61852401,23.13,12.63,17.09,0.55,3,0.63,NA,"deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,8
"213",251,"CAS","217525","Strong","Southern California Bight","Baja California","Off Shore","NBC","Isla San Martin",NA,NA,30.49,-116.1,"Holocene",NA,1930,1932,NA,NA,16.62390121,1.538347456,15.76,9.24,12.07,0.59,2.17,0.32,NA,"subtidal",0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,9
"214",252,"CAS","217525","Strong","Southern California Bight","Baja California","Off Shore","NBC","Isla San Martin",NA,NA,30.49,-116.1,"Holocene",NA,1930,1932,NA,NA,16.62390121,1.538347456,18.91,11,14.42,0.58,2.45,0.21,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,9
"215",253,"CAS","217525","Strong","Southern California Bight","Baja California","Off Shore","NBC","Isla San Martin",NA,NA,30.49,-116.1,"Holocene",NA,1930,1932,NA,NA,16.62390121,1.538347456,24.45,13.77,18.35,0.56,2.68,0.23,NA,"subtidal",0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,9
"216",254,"CAS","217525","Strong","Southern California Bight","Baja California","Off Shore","NBC","Isla San Martin",NA,NA,30.49,-116.1,"Holocene",NA,1930,1932,NA,NA,16.62390121,1.538347456,21.21,12.6,16.35,0.59,2.77,0.41,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,9
"217",255,"CAS","217525","Strong","Southern California Bight","Baja California","Off Shore","NBC","Isla San Martin",NA,NA,30.49,-116.1,"Holocene",NA,1930,1932,NA,NA,16.62390121,1.538347456,26.19,14.19,19.28,0.54,3.09,0.44,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,9
"218",256,"CAS","217525","Strong","Southern California Bight","Baja California","Off Shore","NBC","Isla San Martin",NA,NA,30.49,-116.1,"Holocene",NA,1930,1932,NA,NA,16.62390121,1.538347456,28.48,16.29,21.54,0.57,3.37,0.61,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,9
"219",257,"CAS","217525","Strong","Southern California Bight","Baja California","Off Shore","NBC","Isla San Martin",NA,NA,30.49,-116.1,"Holocene",NA,1930,1932,NA,NA,16.62390121,1.538347456,21.92,12.6,16.62,0.58,3.42,0.47,NA,"subtidal",1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,9
"220",258,"CAS","217525","Strong","Southern California Bight","Baja California","Off Shore","NBC","Isla San Martin",NA,NA,30.49,-116.1,"Holocene",NA,1930,1932,NA,NA,16.62390121,1.538347456,25.34,15.08,19.55,0.6,3.44,0.56,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,9
"221",259,"CAS","217525","Strong","Southern California Bight","Baja California","Off Shore","NBC","Isla San Martin",NA,NA,30.49,-116.1,"Holocene",NA,1930,1932,NA,NA,16.62390121,1.538347456,29.73,16.92,22.43,0.57,4.22,0.71,NA,"subtidal",1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,9
"222",260,"CAS","217524","Zaca","Southern California Bight","Baja California","Off Shore","SBC","Isla de Cedros",NA,NA,28.12,-115.16,"Holocene",NA,1930,1932,NA,NA,17.53774619,1.557173058,13.77,7.05,9.85,0.51,1.4,0.54,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,5
"223",261,"CAS","217524","Zaca","Southern California Bight","Baja California","Off Shore","SBC","Isla de Cedros",NA,NA,28.12,-115.16,"Holocene",NA,1930,1932,NA,NA,17.53774619,1.557173058,17.45,9.42,12.82,0.54,1.88,0.64,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,5
"224",262,"CAS","217524","Zaca","Southern California Bight","Baja California","Off Shore","SBC","Isla de Cedros",NA,NA,28.12,-115.16,"Holocene",NA,1930,1932,NA,NA,17.53774619,1.557173058,18.9,10.8,14.29,0.57,2.02,0.85,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,5
"225",263,"CAS","217524","Zaca","Southern California Bight","Baja California","Off Shore","SBC","Isla de Cedros",NA,NA,28.12,-115.16,"Holocene",NA,1930,1932,NA,NA,17.53774619,1.557173058,19.59,10.38,14.26,0.53,2.08,0.35,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,5
"226",264,"CAS","217524","Zaca","Southern California Bight","Baja California","Off Shore","SBC","Isla de Cedros",NA,NA,28.12,-115.16,"Holocene",NA,1930,1932,NA,NA,17.53774619,1.557173058,24.68,13.15,18.02,0.53,2.54,0.68,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.517509937,NA,"no",NA,5
"227",265,"CAS","217546","McClure","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.89,"Holocene",NA,1930,1936,NA,NA,16.72717158,2.062172763,15.93,9.84,12.52,0.62,1.99,0.43,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA,6
"228",266,"CAS","217546","McClure","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.89,"Holocene",NA,1930,1936,NA,NA,16.72717158,2.062172763,15.49,9.27,11.98,0.6,2.01,0.35,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA,6
"229",267,"CAS","217546","McClure","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.89,"Holocene",NA,1930,1936,NA,NA,16.72717158,2.062172763,15.66,8.57,11.58,0.55,2.13,0.4,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA,6
"230",268,"CAS","217546","McClure","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.89,"Holocene",NA,1930,1936,NA,NA,16.72717158,2.062172763,16.32,10.03,12.79,0.62,2.28,0.27,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA,6
"231",269,"CAS","217546","McClure","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.89,"Holocene",NA,1930,1936,NA,NA,16.72717158,2.062172763,17.91,10.83,13.93,0.61,2.35,0.33,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA,6
"232",270,"CAS","217546","McClure","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.89,"Holocene",NA,1930,1936,NA,NA,16.72717158,2.062172763,17.1,10.06,13.12,0.59,2.37,0.31,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA,6
"233",271,"CAS","217530","Clarke","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,NA,NA,15.09150664,1.624193165,13.21,7.37,9.87,0.56,1.52,0.25,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97867012,6.97867012,"no",NA,7
"234",272,"CAS","217530","Clarke","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,NA,NA,15.09150664,1.624193165,15.75,8.89,11.83,0.57,2.03,0.25,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97867012,6.97867012,"no",NA,7
"235",273,"CAS","217530","Clarke","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,NA,NA,15.09150664,1.624193165,14.22,8.13,10.75,0.57,2.03,0.25,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97867012,6.97867012,"no",NA,7
"236",274,"CAS","217530","Clarke","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,NA,NA,15.09150664,1.624193165,15.75,8.89,11.83,0.57,2.03,0.76,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97867012,6.97867012,"no",NA,7
"237",275,"CAS","217530","Clarke","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,NA,NA,15.09150664,1.624193165,15.24,8.13,11.13,0.53,2.29,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97867012,6.97867012,"no",NA,7
"238",276,"CAS","217530","Clarke","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,NA,NA,15.09150664,1.624193165,25.4,14.48,19.18,0.57,2.79,0.76,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97867012,6.97867012,"no",NA,7
"239",277,"CAS","217530","Clarke","Northern California","San Luis Obispo","Coastal","MB","Morro Bay",NA,NA,35.34,-120.83,"Holocene",NA,1930,1938,NA,NA,15.09150664,1.624193165,28.45,16.26,21.51,0.57,3.05,1.02,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.97867012,6.97867012,"no",NA,7
"240",278,"CAS","214551","Hullman","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.61,-117.92,"Holocene",NA,1930,1938,NA,NA,16.4881897,1.640639489,15.44,8.85,11.69,0.57,1.95,0.28,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.14299965,12.14299965,"no",NA,6
"241",279,"CAS","214551","Hullman","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.61,-117.92,"Holocene",NA,1930,1938,NA,NA,16.4881897,1.640639489,18.81,10.79,14.25,0.57,1.97,0.58,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.14299965,12.14299965,"no",NA,6
"242",280,"CAS","214551","Hullman","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.61,-117.92,"Holocene",NA,1930,1938,NA,NA,16.4881897,1.640639489,17.62,9.52,12.95,0.54,2.2,0.46,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.14299965,12.14299965,"no",NA,6
"243",281,"CAS","214551","Hullman","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.61,-117.92,"Holocene",NA,1930,1938,NA,NA,16.4881897,1.640639489,21.03,11.81,15.76,0.56,2.22,0.46,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.14299965,12.14299965,"no",NA,6
"244",282,"CAS","214551","Hullman","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.61,-117.92,"Holocene",NA,1930,1938,NA,NA,16.4881897,1.640639489,19.23,9.87,13.78,0.51,2.33,0.24,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.14299965,12.14299965,"no",NA,6
"245",283,"CAS","214551","Hullman","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.61,-117.92,"Holocene",NA,1930,1938,NA,NA,16.4881897,1.640639489,19.55,11.01,14.67,0.56,2.75,0.23,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.14299965,12.14299965,"no",NA,6
"246",284,"CAS","204232","Hewatt","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Scorpion Harbor","National Park","Large",34.05,-119.55,"Holocene",NA,1930,1939,NA,NA,15.50811776,2.121849591,18.8,11.43,14.66,0.61,2.54,0.25,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.806922972,0.806922972,"no",NA,4
"247",285,"CAS","204232","Hewatt","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Scorpion Harbor","National Park","Large",34.05,-119.55,"Holocene",NA,1930,1939,NA,NA,15.50811776,2.121849591,22.61,12.7,16.95,0.56,3.05,0.25,NA,"intertidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.806922972,0.806922972,"no",NA,4
"248",286,"CAS","204232","Hewatt","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Scorpion Harbor","National Park","Large",34.05,-119.55,"Holocene",NA,1930,1939,NA,NA,15.50811776,2.121849591,24.13,14.48,18.69,0.6,3.05,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.806922972,0.806922972,"no",NA,4
"249",287,"CAS","204232","Hewatt","Southern California Bight","Los Angeles","Off Shore","SCZI","Santa Cruz Island: Scorpion Harbor","National Park","Large",34.05,-119.55,"Holocene",NA,1930,1939,NA,NA,15.50811776,2.121849591,29.46,17.02,22.39,0.58,3.3,0.76,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.806922972,0.806922972,"no",NA,4
"250",290,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,8.52,4.93,6.48,0.58,1.31,0.36,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"251",291,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,9.65,5.89,7.54,0.61,1.4,0.42,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"252",292,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,9.83,5.87,7.6,0.6,1.44,0.25,"sand","deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"253",293,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,9.28,5.72,7.29,0.62,1.46,0.23,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"254",294,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,10.9,6.25,8.25,0.57,1.59,0.23,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"255",295,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,10.34,6.81,8.39,0.66,1.66,0.36,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"256",296,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,12.24,6.78,9.11,0.55,1.67,0.25,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"257",297,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",7,16.74628806,1.192287243,10.24,6.36,8.07,0.62,1.68,0.19,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"258",298,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",7,16.74628806,1.192287243,10.57,7.21,8.73,0.68,1.71,0.38,"sand","deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"259",299,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,14.05,8.48,10.92,0.6,1.79,0.44,"sand","deep",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"260",300,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,13.57,7.98,10.41,0.59,1.8,0.48,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"261",301,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",7,16.74628806,1.192287243,12.19,7.36,9.47,0.6,1.89,0.25,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"262",302,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,12.33,7.4,9.55,0.6,1.9,0.35,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"263",303,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,14.82,8.67,11.34,0.59,1.91,0.25,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"264",304,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Spring",6,16.74628806,1.192287243,14.42,8.79,11.26,0.61,1.91,0.43,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"265",305,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",7,16.74628806,1.192287243,18.45,10.09,13.64,0.55,1.92,0.28,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"266",306,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",7,16.74628806,1.192287243,13.67,8.66,10.88,0.63,1.98,0.39,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"267",307,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",7,16.74628806,1.192287243,14.19,8.6,11.05,0.61,2,0.57,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"268",308,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,"Summer",8,16.74628806,1.192287243,12.76,8.11,10.17,0.64,2.02,0.44,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"269",309,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,15.69,9.94,12.49,0.63,2.04,0.36,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
"270",310,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,16.26,9.84,12.65,0.61,2.04,0.52,"sand","deep",0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,38
